index,Question,Segment Type,Segment Description,Answer,Count,Percentage,Count_log,Facebook,Instagram,Snapchat,Twitter,nan,Count_standardized,Percentage_standardized
456,What social platform has influenced your online shopping most?,University,Northwestern University,Instagram,47,0.409,3.871201010907891,0.0,1.0,0.0,0.0,0.0,0.4796143356977902,0.7685455621221597
457,What social platform has influenced your online shopping most?,University,Northwestern University,Snapchat,4,0.035,1.6094379124341003,0.0,0.0,1.0,0.0,0.0,-0.3579541123289209,-0.578942187292206
458,What social platform has influenced your online shopping most?,University,Northwestern University,Twitter,4,0.035,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,-0.3579541123289209,-0.578942187292206
459,What social platform has influenced your online shopping most?,University,Northwestern University,nan,30,0.261,3.4339872044851463,0.0,0.0,0.0,0.0,1.0,0.14848262368723,0.235315115829844
460,What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
461,What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
462,What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
463,What social platform has influenced your online shopping most?,University,Saginaw Valley State University,Twitter,1,1.0,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,2.8978644388705295
464,What social platform has influenced your online shopping most?,University,Saginaw Valley State University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
465,What social platform has influenced your online shopping most?,University,University of Michigan,Facebook,12,0.231,2.5649493574615367,1.0,0.0,0.0,0.0,0.0,-0.2021274243239514,0.1272278632030232
466,What social platform has influenced your online shopping most?,University,University of Michigan,Instagram,16,0.308,2.833213344056216,0.0,1.0,0.0,0.0,0.0,-0.12421408032146664,0.40465181161186314
467,What social platform has influenced your online shopping most?,University,University of Michigan,Snapchat,1,0.019,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6365887220265104
468,What social platform has influenced your online shopping most?,University,University of Michigan,Twitter,2,0.038,1.0986122886681098,0.0,0.0,0.0,1.0,0.0,-0.3969107843301633,-0.5681334620295239
469,What social platform has influenced your online shopping most?,University,University of Michigan,nan,21,0.404,3.091042453358316,0.0,0.0,0.0,0.0,1.0,-0.026822400318360695,0.7505310200176898
470,What social platform has influenced your online shopping most?,University,Boise State University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
471,What social platform has influenced your online shopping most?,University,Boise State University,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
472,What social platform has influenced your online shopping most?,University,Boise State University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
473,What social platform has influenced your online shopping most?,University,Boise State University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
474,What social platform has influenced your online shopping most?,University,Boise State University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
475,What social platform has influenced your online shopping most?,University,Cornell University,Facebook,35,0.287,3.58351893845611,1.0,0.0,0.0,0.0,0.0,0.24587430369033594,0.32899073477308854
476,What social platform has influenced your online shopping most?,University,Cornell University,Instagram,44,0.361,3.8066624897703196,0.0,1.0,0.0,0.0,0.0,0.42117932769592664,0.5956059579192465
477,What social platform has influenced your online shopping most?,University,Cornell University,Snapchat,4,0.033,1.6094379124341003,0.0,0.0,1.0,0.0,0.0,-0.3579541123289209,-0.586148004133994
478,What social platform has influenced your online shopping most?,University,Cornell University,Twitter,1,0.008,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,-0.6762207146563447
479,What social platform has influenced your online shopping most?,University,Cornell University,nan,38,0.311,3.6635616461296463,0.0,0.0,0.0,0.0,1.0,0.3043093116921995,0.41546053687454526
480,What social platform has influenced your online shopping most?,University,University of New Hampshire,Facebook,3,0.429,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,-0.3774324483295421,0.8406037305400403
481,What social platform has influenced your online shopping most?,University,University of New Hampshire,Instagram,2,0.286,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,-0.3969107843301633,0.3253878263521945
482,What social platform has influenced your online shopping most?,University,University of New Hampshire,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
483,What social platform has influenced your online shopping most?,University,University of New Hampshire,Twitter,1,0.143,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,-0.1898280778356512
484,What social platform has influenced your online shopping most?,University,University of New Hampshire,nan,1,0.143,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,-0.1898280778356512
485,What social platform has influenced your online shopping most?,University,UMass Dartmouth,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
486,What social platform has influenced your online shopping most?,University,UMass Dartmouth,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
487,What social platform has influenced your online shopping most?,University,UMass Dartmouth,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
488,What social platform has influenced your online shopping most?,University,UMass Dartmouth,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
489,What social platform has influenced your online shopping most?,University,UMass Dartmouth,nan,2,1.0,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,2.8978644388705295
490,What social platform has influenced your online shopping most?,University,High Point University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
491,What social platform has influenced your online shopping most?,University,High Point University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
492,What social platform has influenced your online shopping most?,University,High Point University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
493,What social platform has influenced your online shopping most?,University,High Point University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
494,What social platform has influenced your online shopping most?,University,High Point University,nan,2,1.0,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,2.8978644388705295
495,What social platform has influenced your online shopping most?,University,University of Minnesota,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
496,What social platform has influenced your online shopping most?,University,University of Minnesota,Instagram,2,0.5,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,-0.3969107843301633,1.0964102284235162
497,What social platform has influenced your online shopping most?,University,University of Minnesota,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
498,What social platform has influenced your online shopping most?,University,University of Minnesota,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
499,What social platform has influenced your online shopping most?,University,University of Minnesota,nan,2,0.5,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,1.0964102284235162
500,What social platform has influenced your online shopping most?,University,Claremont McKenna College,Facebook,14,0.187,2.70805020110221,1.0,0.0,0.0,0.0,0.0,-0.16317075232270903,-0.031300107316314
501,What social platform has influenced your online shopping most?,University,Claremont McKenna College,Instagram,32,0.427,3.4965075614664802,0.0,1.0,0.0,0.0,0.0,0.18743929568847237,0.8333979136982522
502,What social platform has influenced your online shopping most?,University,Claremont McKenna College,Snapchat,1,0.013,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.6582061725518745
503,What social platform has influenced your online shopping most?,University,Claremont McKenna College,Twitter,5,0.067,1.791759469228055,0.0,0.0,0.0,1.0,0.0,-0.3384757763282997,-0.46364911782359713
504,What social platform has influenced your online shopping most?,University,Claremont McKenna College,nan,23,0.307,3.1780538303479458,0.0,0.0,0.0,0.0,1.0,0.01213427168288168,0.40104890319096914
505,What social platform has influenced your online shopping most?,University,University of Central Oklahoma,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
506,What social platform has influenced your online shopping most?,University,University of Central Oklahoma,Instagram,2,1.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,-0.3969107843301633,2.8978644388705295
507,What social platform has influenced your online shopping most?,University,University of Central Oklahoma,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
508,What social platform has influenced your online shopping most?,University,University of Central Oklahoma,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
509,What social platform has influenced your online shopping most?,University,University of Central Oklahoma,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
510,What social platform has influenced your online shopping most?,University,Illinois State,Facebook,3,0.25,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,-0.3774324483295421,0.19568312320000966
511,What social platform has influenced your online shopping most?,University,Illinois State,Instagram,1,0.083,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,-0.4060025830892927
512,What social platform has influenced your online shopping most?,University,Illinois State,Snapchat,1,0.083,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.4060025830892927
513,What social platform has influenced your online shopping most?,University,Illinois State,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
514,What social platform has influenced your online shopping most?,University,Illinois State,nan,7,0.583,2.0794415416798357,0.0,0.0,0.0,0.0,1.0,-0.29951910432705736,1.3954516273577202
515,What social platform has influenced your online shopping most?,University,University of Guelph,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
516,What social platform has influenced your online shopping most?,University,University of Guelph,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
517,What social platform has influenced your online shopping most?,University,University of Guelph,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
518,What social platform has influenced your online shopping most?,University,University of Guelph,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
519,What social platform has influenced your online shopping most?,University,University of Guelph,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
520,What social platform has influenced your online shopping most?,University,Queens University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
521,What social platform has influenced your online shopping most?,University,Queens University,Instagram,1,0.5,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,1.0964102284235162
522,What social platform has influenced your online shopping most?,University,Queens University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
523,What social platform has influenced your online shopping most?,University,Queens University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
524,What social platform has influenced your online shopping most?,University,Queens University,nan,1,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,1.0964102284235162
525,What social platform has influenced your online shopping most?,University,University of Colorado Boulder,Facebook,1,0.333,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,0.4947245221342139
526,What social platform has influenced your online shopping most?,University,University of Colorado Boulder,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
527,What social platform has influenced your online shopping most?,University,University of Colorado Boulder,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
528,What social platform has influenced your online shopping most?,University,University of Colorado Boulder,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
529,What social platform has influenced your online shopping most?,University,University of Colorado Boulder,nan,2,0.667,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,1.6980959347128188
530,What social platform has influenced your online shopping most?,University,University of Virginia,Facebook,64,0.25,4.174387269895637,1.0,0.0,0.0,0.0,0.0,0.8107460477083503,0.19568312320000966
531,What social platform has influenced your online shopping most?,University,University of Virginia,Instagram,75,0.293,4.330733340286331,0.0,1.0,0.0,0.0,0.0,1.0250077437151834,0.3506081852984527
532,What social platform has influenced your online shopping most?,University,University of Virginia,Snapchat,10,0.039,2.3978952727983707,0.0,0.0,1.0,0.0,0.0,-0.24108409632519376,-0.5645305536086299
